과밀지수(밀집도),관리년월,대분류명,상권명칭,상권번호,중분류명
0.9359,2017-01,소매,인천 남동구 만수2동_2,1748,건강/미용식품
0.5308,2017-01,소매,하안사거리,1749,건강/미용식품
0.7806,2017-01,소매,하안사거리,1749,건강/미용식품
0.9681,2017-01,소매,서울 마포구 마포역_2,2122,건강/미용식품
0.6881,2017-01,소매,경인교대입구역_3,2123,건강/미용식품
3.7322,2017-01,소매,서울 강동구 천호역,2102,건강/미용식품
1.0527,2017-01,소매,인천 계양구 계산4동_2,2103,건강/미용식품
1.5484,2017-01,소매,인천 계양구 계산4동_2,2103,건강/미용식품
0.1502,2017-01,소매,인천 계양구 계산4동_2,2103,건강/미용식품
1.0771,2017-01,소매,서울 광진구 건대입구역_1,2109,건강/미용식품
0.7982,2017-01,소매,서울 강동구 천호역_2,2110,건강/미용식품
0.7667,2017-01,소매,주안역_2,1754,건강/미용식품
0.4624,2017-01,소매,주안역_2,1754,건강/미용식품
0.4665,2017-01,소매,춘천시청,2413,건강/미용식품
0.9080,2017-01,소매,춘천시청,2413,건강/미용식품
1.6287,2017-01,소매,거진종합터미널,2420,건강/미용식품
0.7064,2017-01,소매,거진종합터미널,2420,건강/미용식품
0.6359,2017-01,소매,화천공용버스터미널,2423,건강/미용식품
1.5643,2017-01,소매,화천공용버스터미널,2423,건강/미용식품
2.3007,2017-01,소매,화천공용버스터미널,2423,건강/미용식품
1.3550,2017-01,소매,동송시외버스공용터미널,2424,건강/미용식품
1.1471,2017-01,소매,동송시외버스공용터미널,2424,건강/미용식품
1.8785,2017-01,소매,중앙시장,2430,건강/미용식품
0.3239,2017-01,소매,중앙시장,2430,건강/미용식품
1.9806,2017-01,소매,인천 남동구 만수1동_1,1733,건강/미용식품
2.1683,2017-01,소매,인천시청_2,1734,건강/미용식품
1.9673,2017-01,소매,인천 남동구 구월4동_1,1735,건강/미용식품
1.0592,2017-01,소매,경기도청북부청사역_2,2386,건강/미용식품
1.0903,2017-01,소매,금릉역,2389,건강/미용식품
1.1195,2017-01,소매,강화군청,2390,건강/미용식품
0.5073,2017-01,소매,금촌역_1,2391,건강/미용식품
0.5507,2017-01,소매,금촌역_1,2391,건강/미용식품
0.7773,2017-01,소매,시흥시평생학습센터앞,1718,건강/미용식품
2.0756,2017-01,소매,목동사거리,2080,건강/미용식품
1.1955,2017-01,소매,의정부역_1,2367,건강/미용식품
1.0529,2017-01,소매,인천 중구 연안동_2,1737,건강/미용식품
1.9150,2017-01,소매,인천 남구 주안4동_2,1739,건강/미용식품
0.3777,2017-01,소매,인천 남구 주안6동_1,1745,건강/미용식품
1.0152,2017-01,소매,한남오거리,2081,건강/미용식품
0.8412,2017-01,소매,서울 용산구 이태원역,2083,건강/미용식품
0.1741,2017-01,소매,구월동 로데오거리,1721,건강/미용식품
0.2294,2017-01,소매,구월동 로데오거리,1721,건강/미용식품
1.0117,2017-01,소매,서울 금천구 시흥1동_4,1727,건강/미용식품
2.0860,2017-01,소매,인하대 후문,1728,건강/미용식품
0.6341,2017-01,소매,서울 강동구 천호역,2102,건강/미용식품
1.0170,2017-01,소매,덕계공원,2395,건강/미용식품
1.3316,2017-01,소매,가평경찰서,2396,건강/미용식품
1.2945,2017-01,소매,경기 가평군 가평읍_1,2397,건강/미용식품
0.6785,2017-01,소매,송우리시외버스터미널_1,2398,건강/미용식품
0.3876,2017-01,소매,용산 전자상가_3,2085,건강/미용식품
0.1451,2017-01,소매,용산 전자상가_3,2085,건강/미용식품
0.0751,2017-01,소매,용산 전자상가_3,2085,건강/미용식품
0.7695,2017-01,소매,서울 광진구 강변역,2087,건강/미용식품
0.6269,2017-01,소매,당산역_1,2088,건강/미용식품
0.2674,2017-01,소매,용산 전자상가_4,2092,건강/미용식품
0.3702,2017-01,소매,용산 전자상가_5,2095,건강/미용식품
0.5803,2017-01,소매,용산 전자상가_5,2095,건강/미용식품
0.2277,2017-01,소매,용산 전자상가_5,2095,건강/미용식품
0.3002,2017-01,소매,용산 전자상가_5,2095,건강/미용식품
1.1668,2017-01,소매,서울 강동구 길동역,2099,건강/미용식품
0.9094,2017-01,소매,서울 강동구 길동역,2099,건강/미용식품
0.7397,2017-01,소매,주안역_1,1753,건강/미용식품
0.8535,2017-01,소매,주안역_1,1753,건강/미용식품
0.6245,2017-01,소매,주안역_1,1753,건강/미용식품
1.2521,2017-01,소매,인천 남동구 만수6동_1,1716,건강/미용식품
0.6191,2017-01,소매,인천 남동구 만수6동_1,1716,건강/미용식품
0.9715,2017-01,소매,인천 남동구 만수6동_1,1716,건강/미용식품
1.3108,2017-01,소매,장현초등학교 주변,2362,건강/미용식품
1.1716,2017-01,소매,장현초등학교 주변,2362,건강/미용식품
1.1892,2017-01,소매,남양주 홈플러스,2364,건강/미용식품
0.2409,2017-01,소매,경기 성남시 신흥역_1,1701,건강/미용식품
0.6076,2017-01,소매,경기 성남시 신흥역_1,1701,건강/미용식품
1.0619,2017-01,소매,경기 성남시 신흥역_2,1703,건강/미용식품
1.0972,2017-01,소매,경기 성남시 신흥역_2,1703,건강/미용식품
0.5947,2017-01,소매,경기 성남시 신흥역_2,1703,건강/미용식품
0.9624,2017-01,소매,탄리사거리,1705,건강/미용식품
0.8639,2017-01,소매,탄리사거리,1705,건강/미용식품
0.7204,2017-01,소매,탄리사거리,1705,건강/미용식품
0.2528,2017-01,소매,용산 전자상가_1,2070,건강/미용식품
0.6841,2017-01,소매,용산구청,2072,건강/미용식품
2.4164,2017-01,소매,인천 남동구 만수6동_4,1717,건강/미용식품
1.1670,2017-01,소매,시흥시평생학습센터앞,1718,건강/미용식품
0.3969,2017-01,소매,서울 강동구 둔촌동역,2048,건강/미용식품
0.7906,2017-01,소매,압구정 로데오거리_1,2050,건강/미용식품
0.9059,2017-01,소매,서울 영등포구 영등포구청역,2051,건강/미용식품
0.6785,2017-01,소매,원종사거리,2052,건강/미용식품
1.9969,2017-01,소매,원종사거리,2052,건강/미용식품
1.2168,2017-01,소매,삼미시장,1708,건강/미용식품
1.0399,2017-01,소매,삼미시장,1708,건강/미용식품
0.1688,2017-01,소매,인천지방법원_1,1709,건강/미용식품
1.5468,2017-01,소매,의정부 젊음의거리_1,2369,건강/미용식품
1.6929,2017-01,소매,의정부 젊음의거리_1,2369,건강/미용식품
1.4118,2017-01,소매,의정부 젊음의거리_1,2369,건강/미용식품
0.7442,2017-01,소매,의정부 젊음의거리_1,2369,건강/미용식품
1.4846,2017-01,소매,의정부 젊음의거리_2,2375,건강/미용식품
2.9879,2017-01,소매,가능역,2379,건강/미용식품
0.5675,2017-01,소매,경기도청북부청사역_1,2381,건강/미용식품
0.9928,2017-01,소매,경기도청북부청사역_1,2381,건강/미용식품
0.7312,2017-01,소매,서울 강남구 압구정역,2053,건강/미용식품
0.9957,2017-01,소매,압구정 로데오거리_2,2054,건강/미용식품
1.2471,2017-01,소매,국회의사당역_1,2057,건강/미용식품
2.0361,2017-01,소매,모란역_1,1696,건강/미용식품
0.3471,2017-01,소매,모란역_2,1697,건강/미용식품
2.1636,2017-01,소매,도산공원사거리_2,2018,건강/미용식품
4.5569,2017-01,소매,학동사거리_1,2020,건강/미용식품
0.8547,2017-01,소매,광주종합터미널,1682,건강/미용식품
0.5809,2017-01,소매,광주종합터미널,1682,건강/미용식품
0.5410,2017-01,소매,광주종합터미널,1682,건강/미용식품
0.8415,2017-01,소매,광주종합터미널,1682,건강/미용식품
1.8644,2017-01,소매,인천 연수구 연수2동_1,1683,건강/미용식품
0.8607,2017-01,소매,인천 연수구 연수2동_1,1683,건강/미용식품
1.1892,2017-01,소매,인천 연수구 연수2동_4,1684,건강/미용식품
0.2258,2017-01,소매,경기 고양시 주엽역_1,2349,건강/미용식품
0.5528,2017-01,소매,경기 고양시 주엽역_2,2350,건강/미용식품
0.7015,2017-01,소매,서울 영등포구 영등포시장역,2021,건강/미용식품
0.2006,2017-01,소매,서울 영등포구 영등포시장역,2021,건강/미용식품
0.3569,2017-01,소매,서울 영등포구 영등포시장역,2021,건강/미용식품
0.7787,2017-01,소매,학동사거리_2,2022,건강/미용식품
1.8729,2017-01,소매,학동사거리_2,2022,건강/미용식품
0.8722,2017-01,소매,학동사거리_2,2022,건강/미용식품
0.5995,2017-01,소매,서울 영등포구 여의도역_1,2028,건강/미용식품
1.0814,2017-01,소매,서울 영등포구 여의도역_1,2028,건강/미용식품
1.4792,2017-01,소매,서울 영등포구 여의도역_1,2028,건강/미용식품
0.5666,2017-01,소매,경기 과천시 정부과천청사역_1,1692,건강/미용식품
0.4242,2017-01,소매,경기 과천시 정부과천청사역_1,1692,건강/미용식품
0.9753,2017-01,소매,일산역_1,2353,건강/미용식품
1.0505,2017-01,소매,일산역_2,2354,건강/미용식품
0.5233,2017-01,소매,탄현역_1,2357,건강/미용식품
0.9558,2017-01,소매,탄현역_1,2357,건강/미용식품
1.1866,2017-01,소매,탄현역_2,2358,건강/미용식품
0.4378,2017-01,소매,탄현역_3,2359,건강/미용식품
1.4118,2017-01,소매,통진우체국,2360,건강/미용식품
0.3953,2017-01,소매,통진우체국,2360,건강/미용식품
0.0834,2017-01,소매,청담역_2,2035,건강/미용식품
0.6340,2017-01,소매,청담사거리_3,2043,건강/미용식품
2.7497,2017-01,소매,청담사거리_3,2043,건강/미용식품
0.7922,2017-01,소매,서울 영등포구 여의도역_2,2044,건강/미용식품
1.5367,2017-01,소매,서울 영등포구 여의도역_2,2044,건강/미용식품
0.3971,2017-01,소매,신사동 가로수길,2045,건강/미용식품
0.8722,2017-01,소매,인천지방법원_1,1709,건강/미용식품
0.9217,2017-01,소매,비둘기공원 앞,1712,건강/미용식품
1.1453,2017-01,소매,인천종합터미널,1713,건강/미용식품
0.7110,2017-01,소매,인천종합터미널,1713,건강/미용식품
0.4667,2017-01,소매,인천지방법원_2,1715,건강/미용식품
1.4464,2017-01,소매,인천지방법원_2,1715,건강/미용식품
0.3190,2017-01,소매,경기 성남시 야탑역_2,1678,건강/미용식품
0.2770,2017-01,소매,경기 성남시 야탑역_2,1678,건강/미용식품
0.8760,2017-01,소매,남동인더스파크역_3,1681,건강/미용식품
0.3944,2017-01,소매,남동인더스파크역_3,1681,건강/미용식품
0.2552,2017-01,소매,서울 강남구 학동역_3,1988,건강/미용식품
0.6062,2017-01,소매,서울 동작구 노량진1동_1,1989,건강/미용식품
0.6219,2017-01,소매,서울 강남구 신사역,1990,건강/미용식품
1.2874,2017-01,소매,서울 강남구 신사역,1990,건강/미용식품
0.4906,2017-01,소매,관양사거리,1667,건강/미용식품
0.8551,2017-01,소매,관양사거리,1667,건강/미용식품
0.2595,2017-01,소매,안양역_7,1668,건강/미용식품
0.9279,2017-01,소매,안양역_7,1668,건강/미용식품
1.3743,2017-01,소매,고양시청_1,2338,건강/미용식품
0.6564,2017-01,소매,고양시청_1,2338,건강/미용식품
0.6774,2017-01,소매,고양시청_2,2339,건강/미용식품
0.7226,2017-01,소매,고양시청_2,2339,건강/미용식품
0.2126,2017-01,소매,고양시청_2,2339,건강/미용식품
0.8308,2017-01,소매,마두역,2340,건강/미용식품
0.3806,2017-01,소매,영등포역_1,1992,건강/미용식품
1.4053,2017-01,소매,서울 강남구 신사역,1993,건강/미용식품
0.9744,2017-01,소매,문래동 주민센터,1994,건강/미용식품
0.8606,2017-01,소매,영등포역_2,1999,건강/미용식품
0.7467,2017-01,소매,연수역_1,1686,건강/미용식품
1.5539,2017-01,소매,연수역_2,1689,건강/미용식품
0.7684,2017-01,소매,연수역_2,1689,건강/미용식품
1.2057,2017-01,소매,연수역_2,1689,건강/미용식품
0.8777,2017-01,소매,정발산역_1,2341,건강/미용식품
0.6185,2017-01,소매,정발산역_4,2344,건강/미용식품
1.4401,2017-01,소매,정발산역_4,2344,건강/미용식품
0.9336,2017-01,소매,정발산역_5,2345,건강/미용식품
0.8695,2017-01,소매,정발산역_5,2345,건강/미용식품
0.2441,2017-01,소매,정발산역_5,2345,건강/미용식품
3.7046,2017-01,소매,서울 양천구 신정네거리역_1,2017,건강/미용식품
0.7664,2017-01,소매,서울 노원구 노원역_3,2334,건강/미용식품
0.7470,2017-01,소매,경기 과천시 정부과천청사역_2,1694,건강/미용식품
1.2550,2017-01,소매,경기 과천시 정부과천청사역_2,1694,건강/미용식품
0.5508,2017-01,소매,선정릉역_2,1974,건강/미용식품
1.2967,2017-01,소매,선정릉역_2,1974,건강/미용식품
0.8577,2017-01,소매,서울 강남구 학동역_1,1975,건강/미용식품
2.5967,2017-01,소매,코엑스,1976,건강/미용식품
1.2610,2017-01,소매,코엑스,1976,건강/미용식품
0.5785,2017-01,소매,삼성역_3,1977,건강/미용식품
1.1129,2017-01,소매,서울 동작구 노량진역,1978,건강/미용식품
1.8102,2017-01,소매,안양역_3,1653,건강/미용식품
1.0592,2017-01,소매,인천 연수구 송도1동_15,1654,건강/미용식품
0.9753,2017-01,소매,인천 연수구 송도1동_15,1654,건강/미용식품
1.1453,2017-01,소매,인천 연수구 송도1동_15,1654,건강/미용식품
0.9140,2017-01,소매,평내동 주민센터,2317,건강/미용식품
0.9511,2017-01,소매,백석역_2,2318,건강/미용식품
0.9753,2017-01,소매,백석역_3,2319,건강/미용식품
1.2979,2017-01,소매,마석역_1,2322,건강/미용식품
1.5608,2017-01,소매,마석역_1,2322,건강/미용식품
2.5242,2017-01,소매,마석역_2,2323,건강/미용식품
2.4539,2017-01,소매,서울 동작구 노량진역,1978,건강/미용식품
0.4764,2017-01,소매,서울 동작구 노량진역,1978,건강/미용식품
0.6776,2017-01,소매,서울 강남구 학동역_2,1979,건강/미용식품
1.2064,2017-01,소매,방이동 먹자골목,1980,건강/미용식품
0.4320,2017-01,소매,방이동 먹자골목,1980,건강/미용식품
0.5827,2017-01,소매,학동역,1982,건강/미용식품
1.0735,2017-01,소매,학동역,1982,건강/미용식품
0.2105,2017-01,소매,남동인더스파크역_2,1673,건강/미용식품
0.3007,2017-01,소매,남동인더스파크역_2,1673,건강/미용식품
0.6287,2017-01,소매,경기 성남시 야탑역_1,1675,건강/미용식품
1.1645,2017-01,소매,평내호평역,2328,건강/미용식품
2.2108,2017-01,소매,평내호평역,2328,건강/미용식품
1.1143,2017-01,소매,평내호평역,2328,건강/미용식품
1.5612,2017-01,소매,서울 노원구 노원역_1,2329,건강/미용식품
1.4568,2017-01,소매,서울 노원구 노원역_2,2331,건강/미용식품
1.4909,2017-01,소매,심성고등학교,2332,건강/미용식품
0.6557,2017-01,소매,경기 고양시 마두역,2333,건강/미용식품
1.7490,2017-01,소매,경기 고양시 마두역,2333,건강/미용식품
0.5877,2017-01,소매,안양역_5,1663,건강/미용식품
0.9423,2017-01,소매,안양역_5,1663,건강/미용식품
0.5120,2017-01,소매,안양역_5,1663,건강/미용식품
1.0476,2017-01,소매,안양역_5,1663,건강/미용식품
0.8683,2017-01,소매,굴포천역,1963,건강/미용식품
0.2095,2017-01,소매,안양역_2,1652,건강/미용식품
0.6379,2017-01,소매,경기 고양시 화정역_1,2302,건강/미용식품
0.8351,2017-01,소매,경기 고양시 화정역_1,2302,건강/미용식품
1.1966,2017-01,소매,경기 고양시 화정역_2,2307,건강/미용식품
0.4022,2017-01,소매,서울 강북구 수유역_1,2308,건강/미용식품
1.4512,2017-01,소매,서울 강북구 수유역_1,2308,건강/미용식품
1.5840,2017-01,소매,서울 강북구 수유역_2,2310,건강/미용식품
0.7888,2017-01,소매,신도림역,1969,건강/미용식품
0.9827,2017-01,소매,잠실역 롯데월드,1970,건강/미용식품
2.6631,2017-01,소매,잠실역 롯데월드,1970,건강/미용식품
0.2735,2017-01,소매,인천 연수구 송도1동_15,1654,건강/미용식품
0.6151,2017-01,소매,안양역_4,1656,건강/미용식품
0.6206,2017-01,소매,안양역_4,1656,건강/미용식품
0.6137,2017-01,소매,안양역_4,1656,건강/미용식품
1.6371,2017-01,소매,안양역_4,1656,건강/미용식품
0.3539,2017-01,소매,인천 남동구 논현고잔동_5,1658,건강/미용식품
0.0690,2017-01,소매,인천 남동구 논현고잔동_5,1658,건강/미용식품
0.4978,2017-01,소매,인천 남동구 논현고잔동_5,1658,건강/미용식품
0.1159,2017-01,소매,인천 남동구 논현고잔동_5,1658,건강/미용식품
1.5831,2017-01,소매,인덕원역_2,1661,건강/미용식품
1.1009,2017-01,소매,인덕원역_2,1661,건강/미용식품
1.0618,2017-01,소매,등나무근린공원 주변,2312,건강/미용식품
1.9592,2017-01,소매,등나무근린공원 주변,2312,건강/미용식품
1.4878,2017-01,소매,안양역_1,1651,건강/미용식품
0.4371,2017-01,소매,서울 강남구 강남구청역_1,1987,건강/미용식품
2.6758,2017-01,소매,서울 강북구 수유역_3,2313,건강/미용식품
0.2582,2017-01,소매,포스코사거리_2,1972,건강/미용식품
0.2366,2017-01,소매,선정릉역_2,1974,건강/미용식품
0.9290,2017-01,소매,서울 은평구 불광역_1,2282,건강/미용식품
0.9160,2017-01,소매,서울 은평구 불광역_1,2282,건강/미용식품
1.4618,2017-01,소매,서울 은평구 불광역_2,2283,건강/미용식품
1.1745,2017-01,소매,부천시청,1941,건강/미용식품
0.6148,2017-01,소매,상동역_1,1944,건강/미용식품
1.0357,2017-01,소매,상동역_1,1944,건강/미용식품
0.3432,2017-01,소매,삼성역_1,1945,건강/미용식품
0.5472,2017-01,소매,경기 성남시 서현역,1635,건강/미용식품
1.0454,2017-01,소매,경기 성남시 서현역,1635,건강/미용식품
0.2488,2017-01,소매,서울 강북구 미아삼거리역_2,2286,건강/미용식품
1.1271,2017-01,소매,행신역,2288,건강/미용식품
1.0238,2017-01,소매,서울 은평구 연신내역_1,2289,건강/미용식품
1.8712,2017-01,소매,서울 은평구 연신내역_2,2291,건강/미용식품
1.9980,2017-01,소매,서울 은평구 연신내역_2,2291,건강/미용식품
1.9169,2017-01,소매,서울 은평구 연신내역_2,2291,건강/미용식품
0.8387,2017-01,소매,호계1동주민센터,1614,건강/미용식품
0.3281,2017-01,소매,구리등기소,2276,건강/미용식품
1.0624,2017-01,소매,고촌읍사무소,2277,건강/미용식품
0.6490,2017-01,소매,고촌읍사무소,2277,건강/미용식품
0.6707,2017-01,소매,명학역_2,1640,건강/미용식품
0.7891,2017-01,소매,명학역_2,1640,건강/미용식품
0.3123,2017-01,소매,명학역_3,1642,건강/미용식품
0.1680,2017-01,소매,경기 안양시 범계역,1646,건강/미용식품
0.6966,2017-01,소매,경기 안양시 범계역,1646,건강/미용식품
1.4692,2017-01,소매,삼정역_2,1949,건강/미용식품
1.4173,2017-01,소매,삼성역_2,1950,건강/미용식품
0.8338,2017-01,소매,삼성역_2,1950,건강/미용식품
1.1184,2017-01,소매,상동역_3,1954,건강/미용식품
1.0632,2017-01,소매,계원대학로_1,1624,건강/미용식품
1.6923,2017-01,소매,계원대학로_2,1626,건강/미용식품
0.5005,2017-01,소매,상동역_4,1955,건강/미용식품
0.6338,2017-01,소매,상동역_4,1955,건강/미용식품
0.7710,2017-01,소매,서울 강남구 논현역_1,1960,건강/미용식품
1.9317,2017-01,소매,디지털미디어시티,2253,건강/미용식품
2.8334,2017-01,소매,인천 중구 운서동_4,1911,건강/미용식품
1.0995,2017-01,소매,인천 중구 운서동_4,1911,건강/미용식품
1.7598,2017-01,소매,인천 중구 운서동_2,1912,건강/미용식품
1.2841,2017-01,소매,인천 중구 운서동_2,1912,건강/미용식품
0.2519,2017-01,소매,대림역_2,1913,건강/미용식품
0.6703,2017-01,소매,역삼역_2,1916,건강/미용식품
0.9580,2017-01,소매,역삼역_2,1916,건강/미용식품
1.6742,2017-01,소매,구로역,1921,건강/미용식품
1.1565,2017-01,소매,구로역,1921,건강/미용식품
0.6504,2017-01,소매,선릉역_1,1922,건강/미용식품
0.0564,2017-01,소매,선릉역_1,1922,건강/미용식품
1.6742,2017-01,소매,덕소초등학교앞,2257,건강/미용식품
1.1968,2017-01,소매,덕소초등학교앞,2257,건강/미용식품
0.6365,2017-01,소매,서울 성북구 안암역,2258,건강/미용식품
0.9130,2017-01,소매,경희대학교,2261,건강/미용식품
1.1334,2017-01,소매,서울 성북구 성신여대입구역,2263,건강/미용식품
0.2026,2017-01,소매,구리 돌다리사거리_1,2271,건강/미용식품
0.4200,2017-01,소매,서울 강남구 역삼역_2,1928,건강/미용식품
1.1216,2017-01,소매,서울 강남구 역삼역_2,1928,건강/미용식품
2.4015,2017-01,소매,서울 강남구 역삼역_2,1928,건강/미용식품
0.7277,2017-01,소매,신중동역,1929,건강/미용식품
0.8352,2017-01,소매,신중동역,1929,건강/미용식품
0.2274,2017-01,소매,서울 동대문구 청량리역,2252,건강/미용식품
0.6368,2017-01,소매,삼정역_1,1946,건강/미용식품
0.1752,2017-01,소매,삼정역_1,1946,건강/미용식품
0.3231,2017-01,소매,구리 돌다리사거리_3,2273,건강/미용식품
0.5015,2017-01,소매,구리 돌다리사거리_3,2273,건강/미용식품
2.3406,2017-01,소매,구리 돌다리사거리_4,2274,건강/미용식품
3.4435,2017-01,소매,구리 돌다리사거리_4,2274,건강/미용식품
2.0432,2017-01,소매,구리 돌다리사거리_4,2274,건강/미용식품
0.4901,2017-01,소매,인천 서구 석남2동_2,1931,건강/미용식품
0.5040,2017-01,소매,선릉역_2,1932,건강/미용식품
0.6061,2017-01,소매,선릉역_2,1932,건강/미용식품
0.5850,2017-01,소매,서울 송파구 석촌역_2,1933,건강/미용식품
0.2362,2017-01,소매,서울 서초구 강남역,1937,건강/미용식품
0.3114,2017-01,소매,서울 서초구 강남역,1937,건강/미용식품
0.4354,2017-01,소매,고속터미널역,1940,건강/미용식품
0.1738,2017-01,소매,고속터미널역,1940,건강/미용식품
0.8596,2017-01,소매,고속터미널역,1940,건강/미용식품
1.8057,2017-01,소매,혜화역 대학로_3,2256,건강/미용식품
2.3680,2017-01,소매,혜화역 대학로_3,2256,건강/미용식품
0.5010,2017-01,소매,혜화역 대학로_3,2256,건강/미용식품
0.3920,2017-01,소매,미아사거리_2,2280,건강/미용식품
1.1227,2017-01,소매,미아사거리_2,2280,건강/미용식품
0.3887,2017-01,소매,을지로4가역,2214,건강/미용식품
0.0243,2017-01,소매,을지로4가역,2214,건강/미용식품
0.0885,2017-01,소매,을지로4가역,2214,건강/미용식품
0.7796,2017-01,소매,시청역_2,2215,건강/미용식품
0.2294,2017-01,소매,시청역_2,2215,건강/미용식품
0.3459,2017-01,소매,동대문시장,2216,건강/미용식품
0.8157,2017-01,소매,굴포천역,1963,건강/미용식품
0.6394,2017-01,소매,굴포천역,1963,건강/미용식품
0.5017,2017-01,소매,굴포천역,1963,건강/미용식품
1.3285,2017-01,소매,굴포천역,1963,건강/미용식품
4.2198,2017-01,소매,선정릉역_1,1966,건강/미용식품
0.3520,2017-01,소매,서울 서대문구 서대문역,2218,건강/미용식품
0.8466,2017-01,소매,서울 서대문구 서대문역,2218,건강/미용식품
0.6119,2017-01,소매,서울 서대문구 서대문역,2218,건강/미용식품
0.5962,2017-01,소매,종각역,2220,건강/미용식품
2.2363,2017-01,소매,종각역,2220,건강/미용식품
0.8348,2017-01,소매,춘천시청,2413,건강/미용식품
0.6263,2017-01,소매,춘천시청,2413,건강/미용식품
0.9162,2017-01,소매,중앙시장,2430,건강/미용식품
0.2840,2017-01,소매,중앙시장,2430,건강/미용식품
0.4482,2017-01,소매,중앙시장,2430,건강/미용식품
0.9567,2017-01,소매,주문진항,2432,건강/미용식품
0.2788,2017-01,소매,신대방삼거리역,1907,건강/미용식품
0.1929,2017-01,소매,서울 강남구 역삼역_1,1910,건강/미용식품
0.9533,2017-01,소매,서울 강남구 역삼역_1,1910,건강/미용식품
1.1737,2017-01,소매,거진종합터미널,2420,건강/미용식품
0.3294,2017-01,소매,거진종합터미널,2420,건강/미용식품
1.2134,2017-01,소매,거진종합터미널,2420,건강/미용식품
1.5335,2017-01,소매,거진종합터미널,2420,건강/미용식품
0.5462,2017-01,소매,화천공용버스터미널,2423,건강/미용식품
0.4915,2017-01,소매,포천시외버스터미널_2,2407,건강/미용식품
2.2851,2017-01,소매,포천시외버스터미널_2,2407,건강/미용식품
1.7731,2017-01,소매,포천시외버스터미널_2,2407,건강/미용식품
0.5212,2017-01,소매,동두천 중앙시장,2408,건강/미용식품
1.6300,2017-01,소매,경기 포천시 일동면_1,2409,건강/미용식품
0.7039,2017-01,소매,경기 포천시 일동면_1,2409,건강/미용식품
1.2238,2017-01,소매,경기 포천시 일동면_1,2409,건강/미용식품
1.1939,2017-01,소매,해남종합버스터미널,35,건강/미용식품
0.2780,2017-01,소매,해남종합버스터미널,35,건강/미용식품
0.4322,2017-01,소매,삼정역_2,1949,건강/미용식품
0.5891,2017-01,소매,삼성역_2,1950,건강/미용식품
1.3695,2017-01,소매,삼성역_2,1950,건강/미용식품
1.0626,2017-01,소매,삼성역_2,1950,건강/미용식품
1.8939,2017-01,소매,제주 제주시 이도2동_2,22,건강/미용식품
1.2486,2017-01,소매,제주 제주시 이도2동_2,22,건강/미용식품
0.9897,2017-01,소매,제주 제주시 일도2동_2,23,건강/미용식품
2.0476,2017-01,소매,제주 제주시 일도2동_2,23,건강/미용식품
1.0124,2017-01,소매,제주 제주시 일도2동_2,23,건강/미용식품
1.4966,2017-01,소매,전남 완도군 완도읍_3,28,건강/미용식품
0.7032,2017-01,소매,서울 강남구 논현역_1,1967,건강/미용식품
0.3893,2017-01,소매,서울 중구 을지로3가역_2,2210,건강/미용식품
0.5979,2017-01,소매,서울 중구 을지로3가역_2,2210,건강/미용식품
0.1638,2017-01,소매,서울 중구 을지로3가역_2,2210,건강/미용식품
0.7423,2017-01,소매,삼성역_2,1950,건강/미용식품
0.3841,2017-01,소매,삼성역_2,1950,건강/미용식품
0.9416,2017-01,소매,상동역_3,1954,건강/미용식품
1.0648,2017-01,소매,상동역_3,1954,건강/미용식품
0.8089,2017-01,소매,서울 강남구 논현역_1,1960,건강/미용식품
1.0093,2017-01,소매,서울 강남구 논현역_1,1960,건강/미용식품
0.7311,2017-01,소매,서울 강남구 논현역_1,1960,건강/미용식품
0.6698,2017-01,소매,신천역,1962,건강/미용식품
0.8020,2017-01,소매,신천역,1962,건강/미용식품
1.2762,2017-01,소매,신천역,1962,건강/미용식품
1.0936,2017-01,소매,서울시청,2213,건강/미용식품
1.2640,2017-01,소매,서울시청,2213,건강/미용식품
1.2187,2017-01,소매,삼정역_1,1946,건강/미용식품
0.5080,2017-01,소매,상동역_2,1947,건강/미용식품
0.1855,2017-01,소매,상동역_2,1947,건강/미용식품
0.9416,2017-01,소매,부천시청,1941,건강/미용식품
0.8221,2017-01,소매,부천시청,1941,건강/미용식품
1.0210,2017-01,소매,부천시청,1941,건강/미용식품
0.3405,2017-01,소매,서울 강남구 선릉역_2,1943,건강/미용식품
0.4576,2017-01,소매,서울 강남구 선릉역_2,1943,건강/미용식품
1.3546,2017-01,소매,서울 서대문구 서대문역,2208,건강/미용식품
0.6486,2017-01,소매,서울 서대문구 서대문역,2208,건강/미용식품
1.8123,2017-01,소매,서울 서대문구 서대문역,2208,건강/미용식품
0.9998,2017-01,소매,북창동,2195,건강/미용식품
0.8405,2017-01,소매,북창동,2195,건강/미용식품
1.4673,2017-01,소매,북창동,2195,건강/미용식품
1.3014,2017-01,소매,서울 중구 신당역_1,2197,건강/미용식품
0.5104,2017-01,소매,롯데백화점,2201,건강/미용식품
0.3003,2017-01,소매,롯데백화점,2201,건강/미용식품
0.3128,2017-01,소매,상동역_1,1944,건강/미용식품
0.2440,2017-01,소매,상동역_1,1944,건강/미용식품
0.9452,2017-01,소매,상동역_1,1944,건강/미용식품
0.7240,2017-01,소매,문산시외버스터미널,2402,건강/미용식품
0.6680,2017-01,소매,문산시외버스터미널,2402,건강/미용식품
0.1026,2017-01,소매,문산시외버스터미널,2402,건강/미용식품
1.2995,2017-01,소매,지행역,2404,건강/미용식품
